timestamp,open,high,low,close,volume,trade_count,vwap
2023-01-03 14:55:00-05:00,143.1614,143.445,142.88,143.11,332882.0,3520.0,143.0837244
2023-01-03 15:00:00-05:00,143.12,143.4865,142.73,143.04,491791.0,4694.0,143.0666688
2023-01-03 15:05:00-05:00,143.04,143.235,142.9,143.08,206804.0,2580.0,143.0678606
2023-01-03 15:10:00-05:00,143.0917,143.63,143.06,143.55,394736.0,4459.0,143.2824454
2023-01-03 15:15:00-05:00,143.56,144.08,143.53,143.66,521029.0,6072.0,143.910573
2023-01-03 15:20:00-05:00,143.67,143.71,143.04,143.2,478132.0,4724.0,143.2770988
2023-01-03 15:25:00-05:00,143.2,143.5,143.14,143.45,299434.0,3665.0,143.34598499999998
2023-01-03 15:30:00-05:00,143.46,143.755,143.31,143.49,408372.0,4546.0,143.5708188
2023-01-03 15:35:00-05:00,143.51,143.6625,143.1117,143.245,376195.0,4038.0,143.37049
2023-01-03 15:40:00-05:00,143.25,143.45,143.05,143.16,378112.0,4318.0,143.2540324
2023-01-03 15:45:00-05:00,143.16,143.47,142.96,143.31,459073.0,5218.0,143.223706
2023-01-03 15:50:00-05:00,143.31,143.53,142.99,143.42,561466.0,6149.0,143.209591
2023-01-03 15:55:00-05:00,143.415,143.415,142.91,143.15,1006966.0,10501.0,143.1226424
2023-01-03 16:00:00-05:00,143.15,143.18,142.8,142.86,3265394.0,340.0,143.0338154
2023-01-04 09:30:00-05:00,145.66,146.0,144.83,145.9,2005579.0,12665.0,145.39902379999998
2023-01-04 09:35:00-05:00,145.92,147.4787,145.92,147.295,1490426.0,11537.0,146.9459824
2023-01-04 09:40:00-05:00,147.28,148.14,145.1,145.2655,1415516.0,13906.0,146.9336108
2023-01-04 09:45:00-05:00,145.2454,146.2321,144.68,145.9922,1331627.0,9421.0,145.542867
2023-01-04 09:50:00-05:00,146.04,146.53,144.95,144.97,970564.0,8842.0,145.826561
2023-01-04 09:55:00-05:00,144.95,145.38,144.54,145.38,831343.0,7834.0,144.9639702
2023-01-04 10:00:00-05:00,145.23,146.13,144.02,144.19,1198198.0,11084.0,144.895423
2023-01-04 10:05:00-05:00,144.19,144.6636,143.73,144.02,666461.0,6123.0,144.13127400000002
2023-01-04 10:10:00-05:00,143.98,144.14,143.49,144.0998,538662.0,4365.0,143.84492540000002
2023-01-04 10:15:00-05:00,144.08,144.55,143.7831,144.4,506349.0,4356.0,144.263204
2023-01-04 10:20:00-05:00,144.4,144.7,143.5634,143.8391,571244.0,4385.0,144.1660914
2023-01-04 10:25:00-05:00,143.8799,144.01,143.0301,143.63,595201.0,5251.0,143.4014962
2023-01-04 10:30:00-05:00,143.61,143.6829,142.41,143.01,659501.0,6119.0,142.884187
2023-01-04 10:35:00-05:00,143.02,143.365,142.76,143.04,367811.0,3713.0,143.079668
2023-01-04 10:40:00-05:00,143.02,143.43,142.65,143.3544,575853.0,4374.0,142.933278
2023-01-04 10:45:00-05:00,143.35,144.3199,143.33,144.015,597031.0,5159.0,144.0100048
2023-01-04 10:50:00-05:00,144.015,144.08,143.44,143.9434,394327.0,4056.0,143.8368066
2023-01-04 10:55:00-05:00,143.96,144.06,143.6,144.06,350182.0,3293.0,143.8676884
2023-01-04 11:00:00-05:00,144.05,144.16,143.619,143.91,328169.0,3080.0,143.86767460000002
2023-01-04 11:05:00-05:00,143.9,144.6399,143.87,144.505,500423.0,4398.0,144.2567378
2023-01-04 11:10:00-05:00,144.4901,145.3981,144.4679,145.37,580646.0,4520.0,145.01553819999998
2023-01-04 11:15:00-05:00,145.38,145.4904,145.1507,145.4,375310.0,3286.0,145.292935
2023-01-04 11:20:00-05:00,145.4022,145.82,145.35,145.39,331886.0,3576.0,145.5409392
2023-01-04 11:25:00-05:00,145.375,146.068,145.22,145.97,346063.0,3447.0,145.56710619999998
2023-01-04 11:30:00-05:00,145.975,147.31,145.975,147.27,700312.0,6615.0,146.8932054
2023-01-04 11:35:00-05:00,147.28,147.65,147.21,147.36,493563.0,4755.0,147.3707894
2023-01-04 11:40:00-05:00,147.38,147.79,147.28,147.315,450871.0,4608.0,147.4893042
2023-01-04 11:45:00-05:00,147.32,147.32,146.89,147.0748,411911.0,3647.0,147.08425119999998
2023-01-04 11:50:00-05:00,147.08,147.12,146.65,146.8262,479816.0,4398.0,146.86466660000002
2023-01-04 11:55:00-05:00,146.82,147.09,146.685,146.69,266320.0,2410.0,146.90771
2023-01-04 12:00:00-05:00,146.7,146.765,146.37,146.45,336502.0,3395.0,146.51137899999998
2023-01-04 12:05:00-05:00,146.4437,146.5,146.0141,146.5,348541.0,2990.0,146.2936014
2023-01-04 12:10:00-05:00,146.5,146.7699,146.3401,146.65,315349.0,2504.0,146.5791866
2023-01-04 12:15:00-05:00,146.65,146.91,146.63,146.84,248211.0,2233.0,146.7573148
2023-01-04 12:20:00-05:00,146.83,147.08,146.78,146.94,288113.0,2412.0,146.914992
2023-01-04 12:25:00-05:00,146.97,146.9704,146.73,146.8216,196411.0,1960.0,146.8380024
2023-01-04 12:30:00-05:00,146.83,147.28,146.81,147.17,291003.0,2907.0,147.0649014
2023-01-04 12:35:00-05:00,147.16,147.4677,147.0674,147.4,230419.0,2544.0,147.32175460000002
2023-01-04 12:40:00-05:00,147.39,147.57,147.24,147.33,218146.0,2263.0,147.4053048
2023-01-04 12:45:00-05:00,147.33,147.68,147.187,147.305,360754.0,3297.0,147.4469774
2023-01-04 12:50:00-05:00,147.31,147.43,146.92,146.98,304000.0,2959.0,147.11746820000002
2023-01-04 12:55:00-05:00,146.98,146.98,146.425,146.49,367287.0,3001.0,146.6271276
2023-01-04 13:00:00-05:00,146.485,146.64,146.2,146.5405,417067.0,3490.0,146.466645
2023-01-04 13:05:00-05:00,146.53,146.81,146.46,146.78,230169.0,1990.0,146.6421118
2023-01-04 13:10:00-05:00,146.7734,146.98,146.76,146.935,264584.0,2320.0,146.8781894
2023-01-04 13:15:00-05:00,146.92,147.32,146.91,147.199,334114.0,2826.0,147.150287
2023-01-04 13:20:00-05:00,147.195,147.287,147.09,147.125,201952.0,2006.0,147.19018599999998
2023-01-04 13:25:00-05:00,147.135,147.27,147.0549,147.23,204864.0,1792.0,147.1672006
2023-01-04 13:30:00-05:00,147.23,147.68,147.22,147.66,354023.0,3306.0,147.4058002
2023-01-04 13:35:00-05:00,147.66,148.01,147.5115,147.9614,425534.0,3844.0,147.817456
2023-01-04 13:40:00-05:00,147.96,148.025,147.7417,147.93,268648.0,2758.0,147.88752399999998
2023-01-04 13:45:00-05:00,147.93,148.02,147.601,147.845,233710.0,2452.0,147.83292899999998
2023-01-04 13:50:00-05:00,147.84,148.1131,147.81,148.07,214687.0,1964.0,147.9263964
2023-01-04 13:55:00-05:00,148.07,148.07,147.49,147.49,298124.0,3168.0,147.7482126
2023-01-04 14:00:00-05:00,147.53,148.53,145.83,146.57,818126.0,9080.0,147.0365084
2023-01-04 14:05:00-05:00,146.575,147.43,145.9802,146.15,541191.0,4603.0,146.7636904
2023-01-04 14:10:00-05:00,146.145,146.76,145.84,146.555,467381.0,3237.0,146.37417
2023-01-04 14:15:00-05:00,146.55,147.38,146.54,147.23,443717.0,3215.0,147.0449928
2023-01-04 14:20:00-05:00,147.17,147.2599,146.19,146.48,416334.0,3164.0,146.6565698
2023-01-04 14:25:00-05:00,146.48,146.52,145.36,145.54,723885.0,6288.0,145.6770082
2023-01-04 14:30:00-05:00,145.54,146.2076,145.37,146.09,587049.0,5272.0,145.7203482
2023-01-04 14:35:00-05:00,146.1,146.59,146.06,146.41,573949.0,4767.0,146.35512079999998
2023-01-04 14:40:00-05:00,146.3801,146.95,146.23,146.52,501104.0,4339.0,146.56082999999998
2023-01-04 14:45:00-05:00,146.55,146.9,146.42,146.7133,309326.0,2633.0,146.71411419999998
2023-01-04 14:50:00-05:00,146.71,146.98,146.47,146.7529,344705.0,2698.0,146.7433016
2023-01-04 14:55:00-05:00,146.74,147.75,146.72,147.7,629050.0,5350.0,147.359631
2023-01-04 15:00:00-05:00,147.71,148.2999,147.64,147.88,703065.0,5280.0,147.92416359999999
2023-01-04 15:05:00-05:00,147.9101,147.95,147.425,147.69,397441.0,3659.0,147.6426526
2023-01-04 15:10:00-05:00,147.69,147.795,147.34,147.49,415943.0,3476.0,147.6048132
2023-01-04 15:15:00-05:00,147.48,147.882,147.32,147.4008,446336.0,3749.0,147.55072479999998
2023-01-04 15:20:00-05:00,147.413,147.57,146.6899,146.87,569889.0,4763.0,147.0513156
2023-01-04 15:25:00-05:00,146.89,147.165,146.52,146.67,469079.0,3518.0,146.8343368
2023-01-04 15:30:00-05:00,146.66,146.76,146.43,146.53,413257.0,3603.0,146.6277688
2023-01-04 15:35:00-05:00,146.56,146.56,145.8,145.96,604767.0,5207.0,146.0600082
2023-01-04 15:40:00-05:00,145.97,146.09,145.7101,146.0,606505.0,4474.0,145.9046072
2023-01-04 15:45:00-05:00,146.0,146.6087,145.896,146.6,495746.0,5186.0,146.2343764
2023-01-04 15:50:00-05:00,146.6,146.95,146.361,146.83,609538.0,6612.0,146.5563616
2023-01-04 15:55:00-05:00,146.82,147.69,146.81,147.55,1242521.0,13102.0,147.1601114
2023-01-04 16:00:00-05:00,147.49,147.75,147.33,147.66,3873761.0,359.0,147.554058
2023-01-05 09:30:00-05:00,144.91,145.64,143.32,143.499,1327979.0,12638.0,144.4169114
2023-01-05 09:35:00-05:00,143.53,144.2999,143.33,144.0607,695463.0,6912.0,143.72387080000001
2023-01-05 09:40:00-05:00,144.04,144.05,142.86,143.39,800626.0,7423.0,143.2423004
2023-01-05 09:45:00-05:00,143.43,143.74,142.62,143.49,725294.0,7375.0,143.1691908
2023-01-05 09:50:00-05:00,143.505,143.96,143.21,143.7162,663927.0,6416.0,143.5989184
2023-01-05 09:55:00-05:00,143.73,144.12,143.1976,143.235,712451.0,7199.0,143.6473198
2023-01-05 10:00:00-05:00,143.225,144.07,143.04,143.665,676140.0,6402.0,143.6207536
2023-01-05 10:05:00-05:00,143.59,144.43,143.0,143.1599,1001575.0,10651.0,143.349323
2023-01-05 10:10:00-05:00,143.2502,143.92,143.03,143.29,785714.0,4508.0,143.3584118
2023-01-05 10:15:00-05:00,143.23,143.3593,142.6,142.87,627577.0,5882.0,142.9265096
2023-01-05 10:20:00-05:00,142.85,142.95,142.03,142.349,648003.0,6694.0,142.5818248
2023-01-05 10:25:00-05:00,142.34,143.67,142.33,143.42,781374.0,7228.0,143.05057340000002
2023-01-05 10:30:00-05:00,143.4101,143.58,142.6,142.6799,741853.0,6858.0,143.0423302
2023-01-05 10:35:00-05:00,142.66,142.8708,142.1,142.53,652000.0,5530.0,142.4888868
2023-01-05 10:40:00-05:00,142.53,143.1099,142.485,142.9666,410159.0,3754.0,142.78189600000002
2023-01-05 10:45:00-05:00,143.0,143.1258,142.7085,142.81,329313.0,2966.0,142.8943878
2023-01-05 10:50:00-05:00,142.81,142.868,142.28,142.335,399905.0,3757.0,142.602755
2023-01-05 10:55:00-05:00,142.35,142.5199,141.82,141.94,631953.0,6656.0,142.0860346
2023-01-05 11:00:00-05:00,141.925,142.1,141.4795,141.49,565597.0,5827.0,141.8021278
2023-01-05 11:05:00-05:00,141.48,142.19,141.4799,142.1,527558.0,5118.0,141.9971238
2023-01-05 11:10:00-05:00,142.0981,142.73,142.07,142.24,424121.0,4355.0,142.2280018
2023-01-05 11:15:00-05:00,142.3,142.455,142.02,142.05,306783.0,2885.0,142.214825
2023-01-05 11:20:00-05:00,142.04,142.13,141.58,141.6,382851.0,3972.0,141.849471
2023-01-05 11:25:00-05:00,141.6,142.21,141.54,142.19,405883.0,3858.0,141.8656124
2023-01-05 11:30:00-05:00,142.17,142.42,142.025,142.2236,342486.0,2796.0,142.2955994
2023-01-05 11:35:00-05:00,142.233,142.48,142.05,142.34,289329.0,2722.0,142.2711768
2023-01-05 11:40:00-05:00,142.33,142.94,142.27,142.9006,467166.0,4021.0,142.629217
2023-01-05 11:45:00-05:00,142.89,143.0799,142.63,142.7037,670073.0,3020.0,142.81487539999998
2023-01-05 11:50:00-05:00,142.71,142.7199,142.36,142.45,267513.0,2298.0,142.5032802
2023-01-05 11:55:00-05:00,142.4785,142.58,141.83,141.99,598731.0,6486.0,142.10742820000002
2023-01-05 12:00:00-05:00,142.01,142.55,141.975,142.47,470520.0,5975.0,142.35015800000002
2023-01-05 12:05:00-05:00,142.48,143.1,142.35,142.895,453876.0,5580.0,142.7629252
2023-01-05 12:10:00-05:00,142.8996,142.91,142.6,142.65,269734.0,3316.0,142.7442368
2023-01-05 12:15:00-05:00,142.65,142.83,142.2093,142.3162,233546.0,3438.0,142.6179548
2023-01-05 12:20:00-05:00,142.325,142.97,142.21,142.915,257477.0,3687.0,142.6254988
2023-01-05 12:25:00-05:00,142.93,143.08,142.83,142.9701,236543.0,3032.0,142.9435796
2023-01-05 12:30:00-05:00,142.97,143.47,142.8976,143.37,317239.0,3699.0,143.1938192
2023-01-05 12:35:00-05:00,143.38,143.4513,142.64,142.82,420888.0,3539.0,142.8951712
2023-01-05 12:40:00-05:00,142.825,142.88,142.38,142.44,238145.0,2269.0,142.623109
2023-01-05 12:45:00-05:00,142.45,142.72,142.332,142.64,331382.0,2698.0,142.5410416
2023-01-05 12:50:00-05:00,142.6448,142.8205,142.5375,142.6171,166769.0,2253.0,142.6749716
2023-01-05 12:55:00-05:00,142.6,142.66,142.455,142.5678,159555.0,2397.0,142.5469894
2023-01-05 13:00:00-05:00,142.5636,142.73,142.38,142.6504,279861.0,2900.0,142.5605828
2023-01-05 13:05:00-05:00,142.6743,143.14,142.63,143.0969,297507.0,4306.0,142.970623
2023-01-05 13:10:00-05:00,143.0682,143.0897,142.79,142.8,224776.0,2586.0,142.9130612
2023-01-05 13:15:00-05:00,142.81,142.9599,142.7,142.8,274475.0,3044.0,142.82768000000002
2023-01-05 13:20:00-05:00,142.81,144.67,142.81,144.43,894485.0,13791.0,143.8839816
2023-01-05 13:25:00-05:00,144.415,144.7779,144.08,144.15,497442.0,5216.0,144.3923084
2023-01-05 13:30:00-05:00,144.15,144.54,144.09,144.29,388827.0,5007.0,144.2661834
2023-01-05 13:35:00-05:00,144.28,144.4399,143.79,143.99,417209.0,4542.0,144.0289832
2023-01-05 13:40:00-05:00,144.02,144.1896,143.66,143.6904,287322.0,3204.0,143.9067968
2023-01-05 13:45:00-05:00,143.71,143.75,143.34,143.35,351318.0,4392.0,143.53314500000002
2023-01-05 13:50:00-05:00,143.3229,143.73,143.19,143.5722,276813.0,3291.0,143.5275568
2023-01-05 13:55:00-05:00,143.56,143.76,143.4,143.59,325600.0,3812.0,143.6028722
2023-01-05 14:00:00-05:00,143.58,143.91,143.45,143.4999,288302.0,3668.0,143.6912644
2023-01-05 14:05:00-05:00,143.49,143.88,143.36,143.8315,238450.0,2883.0,143.56918460000003
2023-01-05 14:10:00-05:00,143.8359,143.89,143.5,143.6,328272.0,2463.0,143.7271632
2023-01-05 14:15:00-05:00,143.62,144.0,143.59,143.97,214578.0,2028.0,143.8295048
2023-01-05 14:20:00-05:00,144.0,144.06,143.79,143.88,166752.0,1841.0,143.9124102
2023-01-05 14:25:00-05:00,143.86,143.95,143.35,143.3899,320201.0,3034.0,143.6557444
2023-01-05 14:30:00-05:00,143.38,143.46,143.1706,143.29,355498.0,3153.0,143.3229848
2023-01-05 14:35:00-05:00,143.29,144.21,143.23,144.2031,558623.0,4504.0,143.743459
2023-01-05 14:40:00-05:00,144.22,144.33,143.85,144.0,352267.0,3106.0,144.0832032
2023-01-05 14:45:00-05:00,143.99,144.48,143.97,144.3,263674.0,2396.0,144.1884454
2023-01-05 14:50:00-05:00,144.3,144.41,144.075,144.23,191209.0,1974.0,144.2223808
2023-01-05 14:55:00-05:00,144.215,144.33,143.79,143.83,250425.0,2435.0,143.9759354
2023-01-05 15:00:00-05:00,143.84,143.8425,143.6121,143.75,235778.0,2679.0,143.72806
2023-01-05 15:05:00-05:00,143.75,143.8,143.51,143.54,539180.0,2081.0,143.6496214
2023-01-05 15:10:00-05:00,143.55,143.8399,143.43,143.8,317590.0,2845.0,143.6478176
2023-01-05 15:15:00-05:00,143.8,143.98,143.16,143.2375,489294.0,3788.0,143.6061746
2023-01-05 15:20:00-05:00,143.225,143.3698,142.92,143.0,433491.0,3733.0,143.1333626
2023-01-05 15:25:00-05:00,142.99,143.03,142.8,142.86,267104.0,2793.0,142.9257002
2023-01-05 15:30:00-05:00,142.88,143.0,142.64,142.845,459510.0,4100.0,142.7908938
2023-01-05 15:35:00-05:00,142.84,143.07,142.82,142.925,276796.0,3003.0,142.954105
2023-01-05 15:40:00-05:00,142.91,142.99,142.63,142.6999,358730.0,3536.0,142.8234074
2023-01-05 15:45:00-05:00,142.7,142.88,142.63,142.72,487624.0,4839.0,142.7670928
2023-01-05 15:50:00-05:00,142.72,143.0,142.5,142.53,867574.0,8942.0,142.7977308
2023-01-05 15:55:00-05:00,142.525,142.8,142.4,142.66,1050482.0,11641.0,142.6166608
2023-01-05 16:00:00-05:00,142.69,142.69,142.441,142.6,5617166.0,211.0,142.599201
2023-01-06 09:30:00-05:00,144.61,144.89,143.54,144.3083,1282613.0,9490.0,144.2393782
2023-01-06 09:35:00-05:00,144.33,144.8886,141.73,142.0195,1428809.0,12279.0,143.2479304
2023-01-06 09:40:00-05:00,142.03,142.2099,140.76,140.93,1046105.0,9604.0,141.65860619999998
2023-01-06 09:45:00-05:00,140.93,141.66,140.34,141.4837,1242733.0,13079.0,141.1560466
2023-01-06 09:50:00-05:00,141.49,141.88,141.17,141.54,689118.0,8622.0,141.4888856
2023-01-06 09:55:00-05:00,141.47,142.22,140.89,140.94,752864.0,6493.0,141.418463
2023-01-06 10:00:00-05:00,140.99,142.57,140.96,141.04,1205708.0,10214.0,141.730483
2023-01-06 10:05:00-05:00,141.04,142.59,141.002,142.04,844681.0,6989.0,141.8814208
2023-01-06 10:10:00-05:00,142.06,142.905,141.74,142.58,895522.0,8321.0,142.4411428
2023-01-06 10:15:00-05:00,142.58,143.41,142.58,143.14,721876.0,6462.0,143.0948222
2023-01-06 10:20:00-05:00,143.14,143.29,142.4,142.81,492708.0,4920.0,142.7797928
2023-01-06 10:25:00-05:00,142.83,142.885,142.35,142.54,408847.0,3985.0,142.5635264
2023-01-06 10:30:00-05:00,142.54,143.23,142.405,143.045,491457.0,4528.0,142.944009
2023-01-06 10:35:00-05:00,143.0599,144.04,143.02,144.0,706433.0,6096.0,143.6241736
2023-01-06 10:40:00-05:00,144.0,144.52,143.86,143.97,702043.0,6319.0,144.1738738
2023-01-06 10:45:00-05:00,143.96,145.26,143.94,145.25,649326.0,5989.0,144.440346
2023-01-06 10:50:00-05:00,145.25,145.79,144.9,145.36,757661.0,6240.0,145.352044
2023-01-06 10:55:00-05:00,145.355,145.73,145.01,145.39,573010.0,4969.0,145.35170440000002
2023-01-06 11:00:00-05:00,145.41,145.58,144.92,145.43,452191.0,4042.0,145.173912
2023-01-06 11:05:00-05:00,145.45,145.65,145.0101,145.245,427121.0,3574.0,145.2920844
2023-01-06 11:10:00-05:00,145.24,145.27,144.89,144.935,317062.0,2912.0,145.1048404
2023-01-06 11:15:00-05:00,144.96,145.2435,144.87,145.1694,315789.0,2989.0,145.1011934
2023-01-06 11:20:00-05:00,145.16,146.18,145.09,146.1491,686623.0,6132.0,145.6392042
2023-01-06 11:25:00-05:00,146.1383,146.1497,145.75,145.95,475361.0,3965.0,145.9602588
2023-01-06 11:30:00-05:00,145.955,146.45,145.69,146.335,458701.0,4706.0,145.96886519999998
2023-01-06 11:35:00-05:00,146.32,146.81,146.07,146.81,553566.0,4556.0,146.3937444
2023-01-06 11:40:00-05:00,146.798,146.81,146.56,146.62,331588.0,3387.0,146.6843412
2023-01-06 11:45:00-05:00,146.64,147.055,146.44,146.9781,372301.0,3368.0,146.762867
2023-01-06 11:50:00-05:00,147.02,147.6667,146.99,147.43,593644.0,4740.0,147.39233140000002
2023-01-06 11:55:00-05:00,147.435,147.5,147.0,147.03,275575.0,2679.0,147.2942024
2023-01-06 12:00:00-05:00,147.05,147.21,147.01,147.03,230452.0,2109.0,147.0906814
2023-01-06 12:05:00-05:00,147.011,147.14,146.8104,146.93,293281.0,2973.0,146.9864504
2023-01-06 12:10:00-05:00,146.93,147.1791,146.755,146.825,297984.0,2648.0,146.950207
2023-01-06 12:15:00-05:00,146.84,147.15,146.7,146.89,360276.0,3271.0,146.9192846
2023-01-06 12:20:00-05:00,146.89,146.96,146.35,146.4066,352724.0,3078.0,146.6839274
2023-01-06 12:25:00-05:00,146.4159,146.6308,146.3649,146.5085,231657.0,2428.0,146.49453920000002
2023-01-06 12:30:00-05:00,146.52,146.79,146.42,146.485,324517.0,2583.0,146.58949660000002
2023-01-06 12:35:00-05:00,146.4806,146.83,146.42,146.81,269730.0,2084.0,146.6026914
2023-01-06 12:40:00-05:00,146.82,146.88,146.45,146.61,195497.0,1741.0,146.56288880000002
2023-01-06 12:45:00-05:00,146.615,146.8644,146.6,146.735,199955.0,1856.0,146.76228780000002
2023-01-06 12:50:00-05:00,146.74,146.8,146.5,146.7,191666.0,1897.0,146.667045
2023-01-06 12:55:00-05:00,146.72,146.78,146.37,146.62,252015.0,2375.0,146.59904699999998
